Ref,Round,Rigor,GPA,ACT,SAT,Accepted
744969857,2014 Fall,3,4.06,25,,1
901948741,2014 Fall,4,4.06,33,,1
141168647,2015 Fall,3,4.06,32,1390,1
364647617,2015 Fall,2,4.06,31,,1
485544654,2016 Fall,3,4.06,27,,1
555897593,2016 Fall,4,4.06,,1440,1
70883514,2016 Fall,2,4.06,32,1420,1
84949408,2016 Fall,1,4.06,23,,1
706944696,2016 Fall,4,4.06,28,,1
723087120,2016 Fall,3,4.06,,1290,1
725355855,2016 Fall,4,4.06,24,,1
470980883,2017 Fall,2,4.06,26,1290,1
970489523,2017 Fall,2,4.06,23,,1
749259181,2017 Fall,4,4.06,,1300,1
25500560,2017 Fall,1,4.06,,1400,1
591415948,2017 Fall,4,4.06,28,1280,1
45500925,2014 Fall,3,4.06,27,,1
459877300,2014 Fall,1,4.06,27,,1
602524226,2014 Fall,4,4.06,27,1220,1
693987389,2014 Fall,4,4.06,,1330,1
465512346,2014 Fall,3,4.06,32,1410,1
474896865,2015 Fall,3,4.06,25,1270,1
622869727,2015 Fall,1,4.06,30,1260,1
760327026,2015 Fall,1,4.06,33,,1
132417052,2015 Fall,3,4.06,26,,1
282528362,2016 Fall,1,4.06,30,1310,1
250038680,2016 Fall,3,4.06,,1480,1
741988331,2016 Fall,3,4.06,34,,1
57262103,2017 Fall,3,4.06,,1320,1
451223038,2017 Fall,4,4.06,28,,1
666703531,2017 Fall,2,4.06,,1570,1
364324,2014 Fall,3,4.06,23,1180,1
540120422,2016 Fall,2,4.05,29,1360,1
614166253,2016 Fall,3,4.05,29,,1
274001349,2017 Fall,3,4.05,24,1160,1
370116194,2014 Fall,3,4.05,29,1330,1
134848608,2014 Fall,1,4.05,32,,1
307949279,2014 Fall,3,4.05,,1380,1
504630729,2014 Fall,2,4.05,28,1240,1
772585956,2014 Fall,1,4.05,30,1330,1
204451987,2014 Fall,1,4.05,,1410,1
68837976,2015 Fall,2,4.05,28,,1
61866630,2016 Fall,4,4.05,,1240,1
786039233,2016 Fall,4,4.05,,1090,1
39731340,2016 Fall,1,4.05,30,,1
695255614,2016 Fall,1,4.05,,1520,1
976179779,2017 Fall,4,4.05,25,1290,1
90300867,2017 Fall,1,4.05,33,,1
97900652,2017 Fall,4,4.05,28,,1
448134588,2017 Fall,1,4.05,23,1080,1
815640391,2017 Fall,4,4.05,,1280,1
720512151,2017 Fall,2,4.05,24,,1
640453761,2014 Fall,1,4.05,,1450,1
561407236,2014 Fall,3,4.05,,1440,1
703782295,2014 Fall,1,4.05,,1330,1
37438175,2014 Fall,2,4.05,,1210,1
84277614,2014 Fall,2,4.05,26,1260,1
341163729,2014 Fall,2,4.05,,1360,1
986509612,2014 Fall,3,4.05,,1260,1
80948514,2015 Fall,1,4.05,32,,1
733824432,2015 Fall,1,4.05,,1340,1
280377527,2015 Fall,1,4.05,,1400,1
365475965,2015 Fall,1,4.05,,1310,1
695673565,2015 Fall,2,4.05,33,1520,1
353408519,2017 Fall,1,4.05,27,1240,1
507724356,2017 Fall,1,4.05,,1340,1
19497950,2014 Fall,1,4.05,35,,1
962417654,2014 Fall,3,4.05,,1430,1
654802462,2017 Fall,1,4.04,,1090,1
113778729,2015 Fall,1,4.04,,1250,1
417265098,2016 Fall,1,4.04,,1220,1
775378278,2016 Fall,1,4.04,28,,1
139800174,2014 Fall,1,4.04,,1360,1
754723628,2014 Fall,2,4.04,29,,1
155108226,2015 Fall,2,4.04,31,1310,1
396328021,2015 Fall,2,4.04,,1300,1
735280186,2015 Fall,3,4.04,28,1270,1
438871215,2015 Fall,1,4.04,,1470,1
344796632,2016 Fall,1,4.04,30,1240,1
721689826,2017 Fall,4,4.04,26,,1
283249013,2014 Fall,3,4.04,28,1380,1
508871120,2017 Fall,4,4.04,27,,1
918459092,2015 Fall,1,4.04,30,,1
880096637,2016 Fall,1,4.04,30,,1
800828369,2014 Fall,1,4.03,,1230,1
430731294,2014 Fall,3,4.03,,1200,1
592251935,2015 Fall,3,4.03,,1220,1
316173389,2015 Fall,4,4.03,25,1190,1
247272390,2014 Fall,3,4.03,,1430,1
392087454,2014 Fall,2,4.03,,1330,1
493276069,2014 Fall,6,4.03,33,1430,1
989064134,2014 Fall,3,4.03,30,1310,1
33938204,2015 Fall,3,4.03,27,1180,1
189609208,2015 Fall,1,4.03,30,1290,1
557902225,2015 Fall,3,4.03,,1310,1
47054127,2015 Fall,5,4.03,28,,1
133770541,2015 Fall,3,4.03,,1270,1
211519396,2015 Fall,3,4.03,,1410,1
524326766,2015 Fall,4,4.03,,1220,1
585234383,2015 Fall,4,4.03,26,1190,1
82214616,2016 Fall,4,4.03,28,,1
448807109,2016 Fall,2,4.03,28,1360,1
933336469,2016 Fall,3,4.03,30,1220,1
673594203,2017 Fall,3,4.03,19,1070,1
374768609,2017 Fall,3,4.03,,1400,1
407222429,2017 Fall,3,4.03,31,,1
146460933,2017 Fall,4,4.03,26,1320,1
178043505,2014 Fall,2,4.03,26,1280,1
497895243,2014 Fall,3,4.03,29,,1
576703268,2014 Fall,3,4.03,30,,1
614724019,2014 Fall,2,4.03,35,1510,1
803522603,2014 Fall,1,4.03,27,,1
899303056,2014 Fall,4,4.03,,1300,1
137984912,2014 Fall,3,4.03,29,,1
320182125,2014 Fall,3,4.03,30,,1
957154652,2014 Fall,1,4.03,27,1200,1
892419448,2015 Fall,2,4.03,24,1220,1
132233164,2015 Fall,1,4.03,,1420,1
75869828,2015 Fall,1,4.03,29,1280,1
239370094,2015 Fall,3,4.03,29,,1
269478834,2015 Fall,3,4.03,29,1210,1
301766444,2016 Fall,2,4.03,31,,1
870149781,2016 Fall,1,4.03,,1410,1
138792783,2017 Fall,3,4.03,,1330,1
626688992,2015 Fall,4,4.03,,1540,1
393529497,2015 Fall,1,4.03,29,,1
595045797,2015 Fall,1,4.03,26,1220,1
737006697,2016 Fall,3,4.03,,1480,1
633667237,2017 Fall,4,4.03,28,1250,1
40638,2014 Fall,3,4.02,23,1190,1
130879408,2015 Fall,1,4.02,,1260,1
446483236,2015 Fall,3,4.02,29,1220,1
809789025,2016 Fall,2,4.02,31,1470,1
589582672,2016 Fall,3,4.02,,1410,1
162742084,2017 Fall,4,4.02,25,,1
892116572,2014 Fall,3,4.02,,1300,1
502168609,2016 Fall,2,4.02,22,,1
28702620,2017 Fall,5,4.02,22,1060,1
132168958,2017 Fall,4,4.02,26,,1
966324731,2017 Fall,3,4.02,,1310,1
598382128,2014 Fall,1,4.02,29,1330,1
693314190,2014 Fall,3,4.02,29,1360,1
994714844,2014 Fall,3,4.02,,1360,1
185251205,2014 Fall,3,4.02,,1510,1
962709240,2014 Fall,2,4.02,33,,1
441934511,2015 Fall,4,4.02,,1200,1
589880124,2015 Fall,3,4.02,29,,1
962397007,2016 Fall,4,4.02,28,,1
606453958,2016 Fall,3,4.02,29,1380,1
975033312,2016 Fall,1,4.02,,1260,1
540704461,2016 Fall,4,4.02,,1330,1
690491301,2016 Fall,1,4.02,27,1140,1
444886376,2017 Fall,1,4.02,,1330,1
76566748,2017 Fall,1,4.02,,1250,1
417824923,2014 Fall,5,4.01,,1370,1
336935972,2015 Fall,2,4.01,26,1210,1
490898461,2015 Fall,3,4.01,,1210,1
828239612,2016 Fall,1,4.01,,1300,1
47593814,2017 Fall,1,4.01,26,1400,1
425518071,2014 Fall,3,4.01,,1320,1
573405343,2014 Fall,3,4.01,25,,1
88340752,2014 Fall,4,4.01,,1220,1
109355959,2015 Fall,3,4.01,,1360,1
209188411,2015 Fall,3,4.01,27,1240,1
801951416,2015 Fall,1,4.01,26,,1
712324891,2016 Fall,2,4.01,,1370,1
31999040,2016 Fall,4,4.01,28,1370,1
121834271,2016 Fall,3,4.01,23,1210,1
837657573,2016 Fall,4,4.01,,1340,1
908398721,2016 Fall,1,4.01,21,,1
167795967,2017 Fall,1,4.01,,1330,1
293519767,2017 Fall,3,4.01,25,1210,1
609050703,2014 Fall,3,4.01,21,1130,1
687550791,2015 Fall,3,4.01,28,,1
731108798,2015 Fall,3,4.01,27,1100,1
575283208,2015 Fall,1,4.01,30,,1
868026827,2015 Fall,3,4.01,,1480,1
134847737,2014 Fall,3,4.01,29,1230,1
911757860,2014 Fall,4,4,,1410,1
666079738,2014 Fall,4,4,,1140,1
337021027,2014 Fall,3,4,27,,1
855804843,2014 Fall,3,4,,1170,1
894183134,2015 Fall,4,4,,1320,1
241228197,2015 Fall,1,4,,1340,1
574349349,2016 Fall,3,4,,1250,1
843270945,2016 Fall,1,4,27,,1
476756875,2017 Fall,5,4,27,1210,1
948228557,2017 Fall,4,4,24,1130,1
422759498,2017 Fall,3,4,,1160,1
643287721,2014 Fall,4,4,,1190,1
101632730,2014 Fall,4,4,,1430,1
945748290,2014 Fall,3,4,,1330,1
577798153,2014 Fall,1,4,28,1420,1
510041786,2015 Fall,6,4,27,,1
16495763,2015 Fall,4,4,,1300,1
66265753,2015 Fall,4,4,31,,1
298947932,2015 Fall,5,4,,1280,1
305194387,2015 Fall,4,4,,1190,1
499244526,2015 Fall,4,4,30,1250,1
676455671,2015 Fall,5,4,27,,1
860152294,2015 Fall,4,4,29,,1
66347438,2016 Fall,1,4,25,,1
872627795,2016 Fall,4,4,24,1130,1
144003734,2016 Fall,4,4,22,,1
279599224,2016 Fall,3,4,,1310,1
286143350,2016 Fall,1,4,28,1310,1
293876966,2016 Fall,5,4,28,,1
365468732,2016 Fall,3,4,29,,1
987662293,2016 Fall,2,4,,1270,1
165159703,2016 Fall,4,4,29,,1
432866680,2016 Fall,1,4,,1070,1
619537833,2016 Fall,3,4,,1180,1
941930230,2016 Fall,4,4,,1510,1
795362242,2017 Fall,5,4,,1310,1
13134559,2017 Fall,1,4,29,,1
97658112,2017 Fall,1,4,,1360,1
682410604,2017 Fall,3,4,26,1210,1
19990071,2017 Fall,3,4,,1600,1
66347438,2017 Fall,1,4,25,,1
510730893,2017 Fall,3,4,,1180,1
739376193,2017 Fall,3,4,31,1460,1
872627795,2017 Fall,4,4,24,1130,1
981184397,2017 Fall,4,4,30,,1
229524,2017 Fall,3,4,,1270,1
632014939,2017 Fall,2,4,,1330,1
705934058,2017 Fall,3,4,24,,1
870321992,2017 Fall,1,4,29,,1
6726375,2014 Fall,1,4,30,,1
135627267,2014 Fall,5,4,,1340,1
159844697,2014 Fall,3,4,,1340,1
394561530,2014 Fall,4,4,31,,1
715932590,2014 Fall,3,4,26,1310,1
980744764,2014 Fall,4,4,,1470,1
711665276,2014 Fall,2,4,30,1450,1
6252490,2015 Fall,4,4,,1140,1
96930864,2015 Fall,3,4,,1460,1
373089334,2015 Fall,4,4,27,1280,1
684384341,2015 Fall,1,4,32,1370,1
383618889,2015 Fall,3,4,27,1300,1
6252490,2016 Fall,4,4,,1140,1
623039005,2016 Fall,5,4,28,1260,1
963149807,2016 Fall,2,4,25,,1
90434463,2016 Fall,2,4,26,1270,1
177824371,2016 Fall,1,4,31,,1
725414055,2016 Fall,3,4,30,,1
163456055,2017 Fall,2,4,33,1500,1
646480871,2017 Fall,3,4,22,1140,1
68371383,2017 Fall,3,4,,1330,1
126031141,2017 Fall,3,4,27,1370,1
461440255,2017 Fall,2,4,29,1170,1
269507422,2014 Fall,3,4,,1510,1
645851199,2014 Fall,2,4,30,1560,1
445604219,2014 Fall,4,4,,1400,1
693839540,2014 Fall,2,4,29,1310,1
102476567,2015 Fall,4,4,,1460,1
171993472,2016 Fall,1,4,,1290,1
129413416,2016 Fall,3,4,,1470,1
722785509,2017 Fall,1,4,24,1280,1
395561040,2014 Fall,3,3.99,,1440,1
961336766,2014 Fall,4,3.99,31,,1
385345365,2015 Fall,2,3.99,32,1260,1
230344282,2015 Fall,1,3.99,27,1210,1
99662665,2015 Fall,2,3.99,32,,1
162373000,2016 Fall,3,3.99,,1350,1
991705150,2016 Fall,1,3.99,26,1300,1
293477627,2017 Fall,1,3.99,,1290,1
199688147,2014 Fall,3,3.99,,1170,1
381984735,2016 Fall,4,3.99,26,,1
419617465,2015 Fall,4,3.99,,1280,1
846142603,2014 Fall,1,3.98,,1350,1
12129392,2016 Fall,3,3.98,22,1220,1
960342044,2016 Fall,1,3.98,27,1190,1
518856332,2014 Fall,4,3.98,,1280,1
524744724,2014 Fall,3,3.98,,1450,1
57304671,2015 Fall,2,3.98,,1310,1
102872632,2015 Fall,2,3.98,32,,1
133182796,2015 Fall,3,3.98,25,,1
754983928,2015 Fall,2,3.98,31,,1
747297211,2015 Fall,2,3.98,26,,1
93835258,2016 Fall,1,3.98,,1380,1
190197406,2016 Fall,3,3.98,26,1230,1
500197454,2016 Fall,1,3.98,,1380,1
4573145,2016 Fall,4,3.98,31,,1
9998874,2016 Fall,2,3.98,27,,1
713788447,2016 Fall,4,3.98,35,,1
106462982,2014 Fall,3,3.98,,1340,1
525244384,2014 Fall,3,3.98,,1400,1
974489755,2014 Fall,3,3.98,31,1410,1
259797091,2015 Fall,3,3.98,,1370,1
98482396,2015 Fall,4,3.98,29,1310,1
647726656,2017 Fall,4,3.98,22,1180,1
72526485,2016 Fall,3,3.98,,1360,1
117499501,2015 Fall,3,3.97,30,1330,1
689354853,2016 Fall,3,3.97,,1130,1
689354853,2017 Fall,3,3.97,,1130,1
388958711,2014 Fall,3,3.97,29,1280,1
786130906,2014 Fall,1,3.97,,1300,1
180022264,2015 Fall,4,3.97,30,,1
559496676,2015 Fall,3,3.97,,1520,1
533349613,2015 Fall,1,3.97,,1220,1
485851122,2016 Fall,4,3.97,,1190,1
818130963,2016 Fall,2,3.97,,1410,1
78521435,2016 Fall,3,3.97,,1120,1
414568496,2016 Fall,3,3.97,,1380,1
519938017,2016 Fall,3,3.97,30,,1
746721273,2016 Fall,2,3.97,25,1020,1
887379387,2017 Fall,2,3.97,28,1360,1
50573640,2017 Fall,4,3.97,,1180,1
885578667,2017 Fall,3,3.97,27,,1
84571699,2017 Fall,3,3.97,29,,1
337117191,2017 Fall,3,3.97,28,,1
732807483,2017 Fall,3,3.97,,1250,1
391046163,2014 Fall,4,3.97,36,1600,1
39745551,2014 Fall,3,3.97,,1420,1
719038928,2014 Fall,2,3.97,31,,1
835462572,2015 Fall,,3.97,32,,1
451713312,2015 Fall,1,3.97,27,1370,1
898408907,2015 Fall,2,3.97,,1540,1
324865379,2015 Fall,4,3.97,,1420,1
402688750,2016 Fall,2,3.97,31,,1
664080430,2016 Fall,2,3.97,,1300,1
287739763,2016 Fall,2,3.97,32,,1
300254389,2017 Fall,3,3.97,31,,1
522585705,2017 Fall,3,3.97,,1280,1
789971766,2017 Fall,1,3.97,30,1370,1
163781185,2014 Fall,2,3.97,,1390,1
330527809,2014 Fall,3,3.97,29,1330,1
23277219,2015 Fall,1,3.96,28,1310,1
64742900,2016 Fall,1,3.96,,1050,1
145575810,2017 Fall,4,3.96,21,1080,1
619757802,2014 Fall,4,3.96,,1350,1
469373022,2014 Fall,3,3.96,,1320,1
528200660,2014 Fall,1,3.96,,1330,1
865998229,2015 Fall,3,3.96,27,,1
75571910,2015 Fall,1,3.96,,1250,1
788258163,2015 Fall,3,3.96,25,,1
426366537,2016 Fall,2,3.96,32,1410,1
434367839,2016 Fall,2,3.96,30,,1
60362304,2017 Fall,1,3.96,24,,1
229062484,2017 Fall,3,3.96,,1210,1
298828683,2017 Fall,2,3.96,,1260,1
308168331,2017 Fall,1,3.96,32,,1
406624722,2017 Fall,4,3.96,,1140,1
877999574,2014 Fall,4,3.96,,1420,1
935294650,2014 Fall,3,3.96,,1380,1
413293471,2014 Fall,1,3.96,26,1290,1
946646840,2014 Fall,3,3.96,,1250,1
826475864,2015 Fall,3,3.96,29,,1
444106793,2016 Fall,4,3.96,25,1120,1
400256349,2016 Fall,4,3.96,29,,1
741463173,2017 Fall,3,3.96,30,,1
784561397,2017 Fall,4,3.96,31,,1
6709129,2017 Fall,4,3.96,,1170,1
912413245,2016 Fall,4,3.96,30,,1
566981543,2014 Fall,3,3.95,,1220,1
30894238,2016 Fall,3,3.95,30,1450,1
415626408,2016 Fall,3,3.95,26,1150,1
50042949,2017 Fall,1,3.95,,1000,1
448952524,2017 Fall,4,3.95,28,1320,1
743840049,2017 Fall,3,3.95,30,,1
452508527,2014 Fall,1,3.95,,1280,1
654998583,2014 Fall,1,3.95,,1220,1
369746008,2015 Fall,3,3.95,30,,1
391567672,2015 Fall,1,3.95,,1370,1
518160580,2015 Fall,1,3.95,21,1170,1
838949547,2015 Fall,1,3.95,33,1470,1
388030114,2016 Fall,3,3.95,29,1290,1
945159482,2017 Fall,1,3.95,,1170,1
137552712,2017 Fall,2,3.95,,1420,1
422689168,2017 Fall,1,3.95,,1260,1
448161446,2017 Fall,3,3.95,28,,1
47398895,2014 Fall,1,3.95,,1540,1
19799376,2014 Fall,2,3.95,26,1380,1
173278624,2014 Fall,1,3.95,,1460,1
980158144,2016 Fall,4,3.95,,1400,1
443408602,2016 Fall,2,3.95,25,1100,1
9264627,2017 Fall,3,3.95,25,1126,1
625277786,2014 Fall,4,3.95,,1390,1
149148798,2016 Fall,3,3.94,29,,1
164421536,2016 Fall,5,3.94,27,,1
342733250,2014 Fall,2,3.94,27,1350,1
570825451,2014 Fall,5,3.94,,1380,1
307402782,2014 Fall,4,3.94,,1440,1
681613357,2014 Fall,2,3.94,33,,1
172254961,2015 Fall,1,3.94,27,1410,1
259842668,2015 Fall,3,3.94,27,1350,1
768285471,2015 Fall,4,3.94,,1270,1
848250413,2016 Fall,1,3.94,28,1290,1
937947999,2016 Fall,4,3.94,,1290,1
366161234,2016 Fall,1,3.94,,1310,1
575800457,2016 Fall,1,3.94,,1270,1
930560393,2016 Fall,3,3.94,27,1280,1
118780095,2016 Fall,1,3.94,,1400,1
387587748,2017 Fall,3,3.94,24,1300,1
835462572,2014 Fall,4,3.94,32,,1
807762920,2014 Fall,3,3.94,,1430,1
662733696,2014 Fall,2,3.94,27,,1
481388853,2014 Fall,3,3.94,,1240,1
80353688,2015 Fall,2,3.94,,1530,1
396105414,2015 Fall,2,3.94,29,1480,1
425574308,2015 Fall,3,3.94,29,,1
619822126,2015 Fall,1,3.94,31,1420,1
457925640,2015 Fall,1,3.94,,1210,1
847049328,2017 Fall,4,3.94,,1110,1
337332959,2017 Fall,3,3.94,32,,1
687834183,2014 Fall,3,3.94,,1350,1
554324136,2015 Fall,2,3.94,27,1200,1
228635807,2014 Fall,1,3.93,24,,1
744620726,2016 Fall,3,3.93,22,,1
553043709,2014 Fall,4,3.93,24,1270,1
826133204,2015 Fall,3,3.93,32,1430,1
592096694,2015 Fall,4,3.93,,1500,1
18282211,2016 Fall,3,3.93,31,,1
98003536,2016 Fall,3,3.93,,1310,1
540387256,2016 Fall,3,3.93,,1390,1
293632613,2016 Fall,2,3.93,,1310,1
518770489,2016 Fall,1,3.93,28,,1
786569310,2016 Fall,1,3.93,33,1480,1
335432561,2017 Fall,3,3.93,26,1250,1
166870605,2017 Fall,1,3.93,,1200,1
408565354,2017 Fall,3,3.93,34,,1
591567086,2017 Fall,6,3.93,,1470,1
616445238,2014 Fall,3,3.93,28,,1
735384204,2014 Fall,2,3.93,28,,1
111908615,2015 Fall,4,3.93,29,,1
106587227,2017 Fall,3,3.93,20,1110,1
253682531,2017 Fall,3,3.93,,1540,1
403133125,2017 Fall,1,3.93,,1250,1
578537392,2017 Fall,3,3.93,26,,1
779922153,2017 Fall,3,3.93,31,,1
762715995,2014 Fall,3,3.93,,1360,1
457777669,2016 Fall,3,3.92,21,1190,1
661745327,2016 Fall,1,3.92,,1460,1
235618740,2016 Fall,2,3.92,31,1330,1
905462788,2016 Fall,2,3.92,25,,1
298242482,2014 Fall,3,3.92,30,1250,1
295172953,2014 Fall,2,3.92,,1370,1
423349776,2014 Fall,4,3.92,29,,1
718808155,2014 Fall,4,3.92,,1280,1
327443739,2015 Fall,3,3.92,25,1110,1
869519493,2015 Fall,3,3.92,,1260,1
134513945,2016 Fall,4,3.92,,1180,1
753757298,2016 Fall,3,3.92,27,,1
658902632,2017 Fall,3,3.92,,1320,1
903392992,2017 Fall,3,3.92,26,1190,1
391218282,2017 Fall,5,3.92,30,,1
115354172,2017 Fall,3,3.92,,1320,1
164473867,2017 Fall,4,3.92,26,1260,1
609680460,2017 Fall,2,3.92,25,,1
829136575,2017 Fall,3,3.92,26,1140,1
63935131,2014 Fall,1,3.92,,1510,1
74163780,2014 Fall,2,3.92,32,1450,1
868624773,2014 Fall,2,3.92,,1340,1
315384252,2014 Fall,3,3.92,,1460,1
370706126,2014 Fall,4,3.92,,1180,1
797428372,2015 Fall,3,3.92,,1400,1
500205884,2016 Fall,5,3.92,,1320,1
19994802,2016 Fall,2,3.92,33,1540,1
201337235,2016 Fall,1,3.92,,1130,1
500205884,2017 Fall,5,3.92,,1320,1
680212056,2017 Fall,4,3.92,27,,1
891821889,2014 Fall,4,3.92,26,,1
614037533,2017 Fall,1,3.92,,1330,1
412075593,2017 Fall,4,3.92,,1300,1
60294772,2016 Fall,3,3.91,22,,1
705152317,2014 Fall,4,3.91,23,1270,1
710868951,2014 Fall,2,3.91,29,,1
661862979,2014 Fall,4,3.91,27,,1
412050519,2014 Fall,4,3.91,,1270,1
290297306,2015 Fall,3,3.91,27,1350,1
102129019,2016 Fall,3,3.91,,1250,1
387681750,2016 Fall,4,3.91,26,1240,1
472467110,2016 Fall,7,3.91,31,,1
978662710,2016 Fall,2,3.91,,1500,1
685291413,2016 Fall,1,3.91,24,,1
347222050,2017 Fall,4,3.91,26,1390,1
193915186,2014 Fall,4,3.91,,1270,1
954123336,2014 Fall,2,3.91,,1440,1
34342980,2014 Fall,3,3.91,,1230,1
372688745,2014 Fall,3,3.91,,1330,1
923126542,2014 Fall,1,3.91,29,,1
428298362,2015 Fall,3,3.91,27,,1
89322485,2015 Fall,2,3.91,,1470,1
436386086,2015 Fall,1,3.91,,1380,1
841334037,2016 Fall,4,3.91,34,,1
986155266,2016 Fall,4,3.91,21,,1
20424465,2016 Fall,3,3.91,,1080,1
134049393,2017 Fall,3,3.91,,1290,1
646809589,2017 Fall,1,3.91,,1430,1
822231791,2017 Fall,1,3.91,26,1290,1
74382490,2015 Fall,3,3.91,35,,1
34418651,2017 Fall,1,3.91,29,,1
905203646,2017 Fall,1,3.91,30,,1
125373415,2016 Fall,3,3.9,21,1160,1
287607361,2016 Fall,1,3.9,30,,1
463850839,2016 Fall,1,3.9,,1280,1
453454399,2016 Fall,3,3.9,28,,1
832482051,2016 Fall,4,3.9,25,,1
510604879,2014 Fall,5,3.9,,1340,1
39540884,2014 Fall,4,3.9,24,,1
141568369,2015 Fall,1,3.9,25,1240,1
668458371,2015 Fall,4,3.9,,1350,1
711595898,2015 Fall,2,3.9,33,1420,1
441694413,2015 Fall,5,3.9,,1430,1
65525597,2016 Fall,1,3.9,30,,1
181890265,2016 Fall,1,3.9,,1190,1
820062040,2016 Fall,2,3.9,29,,1
877953591,2016 Fall,3,3.9,32,,1
124776752,2016 Fall,3,3.9,,1370,1
782211783,2016 Fall,4,3.9,26,1370,1
831993137,2016 Fall,4,3.9,,1160,1
286359614,2017 Fall,2,3.9,,1280,1
41723378,2014 Fall,4,3.9,,1480,1
31745165,2014 Fall,4,3.9,,1330,1
123867618,2014 Fall,4,3.9,28,1310,1
808811987,2014 Fall,4,3.9,23,,1
24517510,2015 Fall,1,3.9,,1400,1
329078029,2015 Fall,2,3.9,,1540,1
617610,2016 Fall,1,3.9,,1380,1
89026769,2017 Fall,2,3.9,34,,1
279569611,2017 Fall,2,3.9,,1410,1
340411092,2017 Fall,1,3.9,,1340,1
396442227,2014 Fall,1,3.9,29,,1
340909201,2016 Fall,5,3.89,27,1150,1
538606389,2016 Fall,3,3.89,,1230,1
652331499,2016 Fall,4,3.89,,1140,1
990795682,2017 Fall,4,3.89,,1190,1
212723284,2017 Fall,3,3.89,24,1070,1
347275085,2017 Fall,3,3.89,,1190,1
783526724,2017 Fall,1,3.89,29,,1
946943441,2017 Fall,3,3.89,,1340,1
417251842,2014 Fall,1,3.89,32,1420,1
480370942,2014 Fall,3,3.89,28,,1
767145835,2014 Fall,3,3.89,,1300,1
111537887,2015 Fall,1,3.89,,1330,1
237921053,2015 Fall,3,3.89,29,1330,1
725335349,2015 Fall,3,3.89,,1500,1
623125913,2016 Fall,3,3.89,28,1260,1
224785387,2016 Fall,3,3.89,20,,1
837717435,2016 Fall,3,3.89,28,,1
900277150,2017 Fall,3,3.89,,1290,1
37542269,2017 Fall,3,3.89,,1050,1
322720083,2017 Fall,1,3.89,30,1370,1
769982330,2017 Fall,3,3.89,,1260,1
968922082,2014 Fall,4,3.89,,1310,1
13960528,2014 Fall,3,3.89,,1360,1
251049796,2014 Fall,2,3.89,25,1230,1
684996632,2014 Fall,3,3.89,33,1550,1
439068008,2015 Fall,2,3.89,,1380,1
586617266,2015 Fall,3,3.89,29,1460,1
359639934,2015 Fall,1,3.89,,1400,1
87571391,2016 Fall,2,3.89,27,1270,1
58434046,2014 Fall,3,3.89,,1500,1
89782783,2015 Fall,4,3.89,31,,1
55689393,2016 Fall,2,3.89,,1310,1
860812170,2017 Fall,2,3.89,26,1230,1
359389681,2015 Fall,4,3.88,,1300,1
479039279,2016 Fall,3,3.88,,1430,1
329263400,2016 Fall,2,3.88,29,1270,1
649694783,2017 Fall,2,3.88,,1280,1
746968487,2017 Fall,3,3.88,20,1130,1
717054233,2014 Fall,3,3.88,,1250,1
100240234,2014 Fall,4,3.88,,1430,1
894464864,2015 Fall,3,3.88,30,1400,1
442782274,2015 Fall,4,3.88,28,,1
650777376,2015 Fall,1,3.88,,1480,1
177663417,2016 Fall,4,3.88,24,1150,1
314389126,2016 Fall,1,3.88,,1240,1
734872293,2016 Fall,4,3.88,26,1220,1
37854938,2016 Fall,3,3.88,,1360,1
323805416,2016 Fall,3,3.88,,1240,1
798700185,2017 Fall,1,3.88,,1070,1
725308470,2017 Fall,4,3.88,29,,1
497722006,2017 Fall,1,3.88,,1170,1
585201033,2014 Fall,3,3.88,,1420,1
875605426,2014 Fall,4,3.88,27,,1
12044284,2014 Fall,3,3.88,25,,1
299036678,2014 Fall,1,3.88,,1550,1
327593304,2014 Fall,4,3.88,,1290,1
416550464,2014 Fall,2,3.88,,1310,1
773793083,2014 Fall,3,3.88,24,,1
848390993,2015 Fall,1,3.88,23,1250,1
802015644,2015 Fall,3,3.88,24,,1
609059147,2016 Fall,3,3.88,27,,1
129987879,2017 Fall,2,3.88,,1360,1
818872769,2016 Fall,1,3.87,28,1320,1
840026094,2016 Fall,5,3.87,24,1200,1
7115965,2014 Fall,1,3.87,29,,1
708833877,2014 Fall,1,3.87,25,1240,1
223624442,2016 Fall,4,3.87,,1210,1
914968824,2017 Fall,4,3.87,25,1250,1
228791046,2017 Fall,4,3.87,35,,1
852520942,2017 Fall,3,3.87,31,,1
490453005,2014 Fall,1,3.87,27,1290,1
14370948,2014 Fall,5,3.87,,1260,1
33159826,2015 Fall,4,3.87,30,1220,1
43426226,2015 Fall,3,3.87,,1510,1
410414000,2015 Fall,1,3.87,,1510,1
754282941,2015 Fall,1,3.87,27,1240,1
868461763,2015 Fall,3,3.87,,1380,1
962217074,2015 Fall,3,3.87,,1290,1
845111672,2017 Fall,3,3.87,33,,1
460628105,2015 Fall,1,3.86,,1170,1
840288328,2016 Fall,1,3.86,,1200,1
341702827,2016 Fall,4,3.86,24,1160,1
673962190,2016 Fall,2,3.86,28,1250,1
889273067,2016 Fall,3,3.86,26,,1
311178131,2014 Fall,2,3.86,32,1370,1
377730716,2014 Fall,4,3.86,23,,1
399097680,2014 Fall,1,3.86,,1310,1
594720584,2014 Fall,2,3.86,27,,1
18341705,2014 Fall,1,3.86,30,,1
113858561,2015 Fall,3,3.86,,1390,1
464872077,2015 Fall,4,3.86,30,,1
